colecc,linea,estilo,mater,color,descrip,habilitado
PRVE17,MEGAN,11933,GA,VI,11933 GAMUZA VINO,T
PRVE17,MIU,40071,ML,M2,40071 MALLA MERCURIO,T
PRVE17,MIU,40071,P1,OR,40071 PERFORADO ORO,T
PRVE17,MIU,40074,GL,AM,40074 GLITTER A MARINO,T
PRVE17,MIU,40074,VB,M2,40074 VIBORA MERCURIO,T
PRVE17,MIU,40074,VB,OR,40074 VIBORA ORO,T
PRVE17,MIU,40074,VB,P2,40074 VIBORA PEYOTE,T
PRVE17,MOSS,16051,GL,B5,16051 GLITTER BLANCO/ORO,T
PRVE17,MOSS,16051,GL,NH,16051 GLITTER NEGRO/ORO,T
PRVE17,MOSS,16051,GL,OR,16051 GLITTER ORO,T
PRVE17,MOSS,16051,NM,M2,16051 NAPA METALIC MERCURIO,T
PRVE17,MOSS,16051,SI,AM,16051 SINTETICO A MARINO,T
PRVE17,MOSS,16052,DU,RO,16052 DURAZNO ROJO,T
PRVE17,MOSS,16052,GL,BE,16052 GLITTER BEIGE,T
PRVE17,MOSS,16052,GL,RS,16052 GLITTER ROSA,T
PRVE17,MOSS,16061,SH,NE,16061 TOGA SHAIN NEGRO,T
PRVE17,MOSS,16061,SH,VI,16061 TOGA SHAIN VINO,T
PRVE17,MOSS,16063,LZ,OR,16063 LIZARD ORO,T
PRVE17,MOSS,16063,SC,NE,16063 SINT CABRA NEGRO,T
PRVE17,NICKI,13275,TC,NE,13275 TERCIOPELO NEGRO,T
PRVE17,NORTH,95253,NU,AE,95253 NUBUCK ARENA,T
PRVE17,NORTH,95253,NU,BU,95253 NUBUCK BURGUNDY,T
PRVE17,NORTH,95253,NU,NN,95253 NUBUCK NEGRO/NEGRO,T
PRVE17,OLIVIA 2,95042,TC,NE,95042 TERCIOPELO NEGRO,T
PRVE17,OLIVIA 2,95042,TC,VE,95042 TERCIOPELO VERDE,T
PRVE17,OLIVIA 2,95042,TC,VI,95042 TERCIOPELO VINO,T
PRVE17,PECAS,80267,GA,BE,80267 GAMUZA BEIGE,T
PRVE17,PECAS,80267,GA,BU,80267 GAMUZA BURGUNDY,T
PRVE17,PECAS,80267,GA,NN,80267 GAMUZA NEGRO/NEGRO,T
PRVE17,RAQUEL,95157,TC,AL,95157 TERCIOPELO AZUL,T
PRVE17,RAQUEL,95157,TC,VE,95157 TERCIOPELO VERDE,T
PRVE17,RUSSELL,20003,TR,M2,20003 TERNERA MERCURIO,T
PRVE17,RUSSELL,20004,TR,M2,20004 TERNERA MERCURIO,T
PRVE17,S-CORDOBA,CORLV,PI,BE,CORLV PIEL BEIGE,T
PRVE17,S-CORDOBA,CORLV,PI,GR,CORLV PIEL GRIS,T
PRVE17,S-CORDOBA,CORLV,PI,MK,CORLV PIEL MOKA,T
PRVE17,S-CORDOBA,CORLV,PI,NE,CORLV PIEL NEGRO,T
PRVE17,S-CORDOBA,CORLV,PI,TA,CORLV PIEL TABACO,T
PRVE17,S-CORDOBA,CORSF,PI,BE,CORSF PIEL BEIGE,T
PRVE17,S-CORDOBA,CORSF,PI,GR,CORSF PIEL GRIS,T
PRVE17,S-CORDOBA,CORSF,PI,MK,CORSF PIEL MOKA,T
PRVE17,S-CORDOBA,CORSF,PI,NE,CORSF PIEL NEGRO,T
PRVE17,S-CORDOBA,CORSF,PI,TA,CORSF PIEL TABACO,T
PRVE17,S-CORDOBA,CORSL,PI,BE,CORSL PIEL BEIGE,T
PRVE17,S-CORDOBA,CORSL,PI,GR,CORSL PIEL GRIS,T
PRVE17,S-CORDOBA,CORSL,PI,MK,CORSL PIEL MOKA,T
PRVE17,S-CORDOBA,CORSL,PI,NE,CORSL PIEL NEGRO,T
PRVE17,S-CORDOBA,CORSL,PI,TA,CORSL PIEL TABACO,T
PRVE17,SARA,11061,SI,P4,11061 SINTETICO PLATINO,T
PRVE17,ZOE,13904,CH,PA,13904 CHAROL PATHE,T
PRVE17,ZOE,13904,LZ,OR,13904 LIZARD ORO,T
PRVE17,ZOE,13904,SC,AM,13904 SINT CABRA A MARINO,T
